Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
Opel, Astra,Manual,Petrol,2017,24661.0,,47.1,1.4,85.0,2,9998
Opel, Corsa,Manual,Petrol,2017,31179.0,145.0,55.4,1.4,64.0,0,6982
Mercedes, C Class,Semi-Auto,Diesel,2020,16.0,145.0,61.4,2.0,54.0,2,32980
BMW, 3 Series,Automatic,Diesel,2013,95000.0,125.0,58.9,2.0,30.0,2,10490
Ford, S-MAX,Manual,Diesel,2015,53855.0,125.0,56.5,2.0,94.0,4,13979
Ford, C-MAX,Manual,Petrol,2017,11319.0,145.0,55.4,1.0,74.0,0,12495
Opel, Adam,Manual,Petrol,2015,37856.0,145.0,,1.4,69.0,4,8750
VW, T-Roc,Manual,Diesel,2019,6000.0,145.0,50.4,1.6,91.0,0,18990
Mercedes, C Class,Semi-Auto,Petrol,2019,14525.0,145.0,44.1,1.5,34.0,,24499
Ford, Fiesta,Manual,Petrol,2017,22704.0,145.0,64.2,1.1,32.0,2,9795
VW, Polo,Manual,Petrol,2019,11687.0,145.0,48.7,1.0,66.0,2,11425
Audi, Q2,Semi-Auto,Petrol,2019,3350.0,145.0,33.2,2.0,56.0,1,30495
Ford, Focus,Manual,Petrol,2018,7269.0,145.0,61.4,1.0,74.0,4,11997
Audi, q3,Semi-Auto,Petrol,2017,44080.0,145.0,47.9,1.4,66.0,3,15860
Audi, Q5,Semi-Auto,Petrol,2014,47648.0,260.0,35.8,2.0,80.0,3,18998
Skoda,,Automatic,Petrol,2019,4217.0,145.0,40.4,1.0,33.0,4,22299
Opel, Zafira Tourer,Manual,Diesel,2015,84280.0,20.0,,1.6,56.0,1,6795
Opel, Mokka X,Manual,Petrol,2018,30987.0,145.0,39.2,2.0641186347051645,53.0,0,11499
BMW, 3 Series,Automatic,Diesel,2019,14590.0,145.0,52.3,2.0,99.0,1,27999
BMW,2 Series,Semi-Auto,Petrol,2020,12.0,145.0,50.4,1.5,91.0,4,23475
VW, Touran,Manual,Diesel,2018,10162.0,145.0,,1.6,86.0,2,20072
Ford, Mondeo,Manual,Diesel,2017,24223.0,145.0,64.2,2.0,78.0,0,13491
Audi, A5,Semi-Auto,Diesel,2017,26939.0,145.0,62.8,2.0,67.0,2,22998
Opel, Corsa,Manual,Petrol,2019,1757.0,145.0,43.5,1.4,43.0,0,10699
VW, Polo,Automatic,Petrol,2017,14134.0,145.0,60.1,1.2,90.0,3,12499
, A1,Manual,Petrol,2017,20865.0,,67.3,1.0,82.0,2,12500
Toyota, C-HR,Automatic,Hybrid,2017,25038.0,0.0,74.3,1.8,,2,20575
Opel, Astra,Manual,Petrol,2015,38699.0,,43.5,1.6,36.0,2,6350
BMW, 5 Series,Semi-Auto,Diesel,2019,10312.0,145.0,65.7,2.0,58.0,0,26350
Mercedes, CL Class,Semi-Auto,Diesel,2015,31729.0,20.0,67.3,2.1,45.0,0,17042
Mercedes, GLC Class,Automatic,Diesel,2019,3395.0,145.0,44.8,2.0,94.0,,36540
Ford, Focus,Manual,Petrol,2019,5000.0,145.0,34.5,2.3,63.0,2,27975
Ford, Kuga,Manual,Diesel,2018,13900.0,,60.1,2.0,93.0,4,16499
Mercedes, C Class,Automatic,Hybrid,2015,79779.0,0.0,134.5,2.0,77.0,0,13999
BMW, X6,Automatic,Diesel,2019,5980.0,145.0,34.9,3.0,30.0,1,56290
Ford, Focus,Manual,Petrol,2017,13671.0,145.0,60.1,1.0,55.0,4,10999
Audi, A7,Semi-Auto,Diesel,2015,41656.0,145.0,54.3,3.0,39.0,3,19998
Opel, Corsa,Manual,Petrol,2016,2016.0,30.0,,1.4,44.0,3,7562
Audi, Q5,Semi-Auto,Petrol,,16022.0,,34.0,3.0,52.0,4,37990
Mercedes, V Class,Automatic,Diesel,2017,16000.0,145.0,,2.1,55.0,2,31980
VW, Golf,Manual,Petrol,2015,48558.0,30.0,53.3,1.4,47.0,2,8998
Mercedes, GLC Class,Automatic,Diesel,2015,18580.0,125.0,56.5,2.1,76.0,1,22965
VW, Up,Manual,Petrol,2014,43416.0,20.0,60.1,1.0,75.0,3,6495
Mercedes, C Class,,Diesel,2016,38000.0,30.0,64.2,,37.0,1,17850
Ford,,Manual,Petrol,2017,24138.0,145.0,62.8,1.0,,3,9797
BMW, 4 Series,Automatic,Diesel,2017,63197.0,160.0,,3.0,36.0,0,18000
BMW, 3 Series,Semi-Auto,Diesel,2017,40010.0,150.0,49.6,3.0,74.0,1,23990
Audi, Q7,Automatic,Diesel,2019,6063.0,145.0,,3.0,34.0,4,46426
VW, Golf,Manual,Petrol,2016,15915.0,30.0,53.3,1.4,51.0,1,12989
VW, Passat,Manual,Diesel,2017,39157.0,,68.9,2.0,70.0,0,13995
Toyota, Aygo,Manual,Petrol,2017,28953.0,0.0,69.0,1.0,75.0,4,6800
Toyota, Aygo,Manual,Petrol,2019,860.0,145.0,57.7,1.0,39.0,3,10000
BMW, X3,Manual,Diesel,2013,67652.0,160.0,50.4,,98.0,0,9549
Ford, Fiesta,,Petrol,2015,8800.0,125.0,54.3,1.2,71.0,2,7495
, A5,Semi-Auto,Diesel,2020,1000.0,145.0,47.1,2.0,69.0,3,30000
Ford, Fiesta,Manual,Petrol,2018,15405.0,150.0,65.7,1.0,59.0,0,13000
VW, Golf,Manual,Diesel,,23878.0,,74.3,1.6,77.0,3,11998
Ford, Fiesta,Manual,Petrol,2017,41069.0,0.0,65.7,1.0,48.0,4,8499
BMW, 5 Series,Automatic,Diesel,2014,42007.0,,68.9,2.0,56.0,3,12500
BMW, 2 Series,,Petrol,2020,10.0,145.0,42.2,1.5,82.0,1,26995
Mercedes, GLC Clas,Automatic,Diesel,2018,16176.0,150.0,56.5,2.1,57.0,2,31995
Opel, Crossland X,Manual,Diesel,2020,10.0,145.0,61.4,1.5,78.0,4,16490
Opel, Zafira,Manual,Petrol,2016,33145.0,200.0,42.2,1.4,71.0,0,8495
Opel, Astra,Manual,Petrol,2017,14229.0,150.0,51.4,1.4,43.0,3,9700
VW, Golf SV,Manual,Petrol,,7020.0,30.0,55.4,1.4,49.0,1,12995
Ford, Galaxy,Semi-Auto,Diesel,2019,3802.0,145.0,54.3,2.0,35.0,1,28500
Opel, ASTRA,Semi-Auto,Petrol,2017,20000.0,150.0,50.4,1.4,79.0,3,11450
Hyundai, I800,Automatic,Diesel,2018,32420.0,145.0,28.0,2.5,30.0,0,15749
BMW, X,Manual,Petrol,2019,1701.0,145.0,,1.5,48.0,1,23000
Audi, Q7,Semi-Auto,Diesel,2020,3000.0,145.0,33.2,3.0,92.0,4,51995
Skoda, Scala,Semi-Auto,Petrol,2019,3500.0,145.0,45.6,1.5,35.0,3,18500
Toyota, C-HR,Manual,Petrol,2018,16200.0,150.0,34.5,1.2,36.0,0,18999
Mercedes, E Class,Semi-Auto,Diesel,2017,18057.0,145.0,67.3,2.0,37.0,0,19795
Ford, Fiesta,Manual,Petrol,2018,5418.0,145.0,,1.0,94.0,1,12589
Opel, Mokka X,Manual,Petrol,2019,10155.0,145.0,,1.4,30.0,3,12798
Mercedes,,Automatic,Diesel,2016,35581.0,,58.9,2.1,68.0,2,17500
VW, Scirocco,Manual,Petrol,2017,44081.0,145.0,,2.0,44.0,4,14075
Ford, Focus,Manual,Petrol,2017,23016.0,145.0,51.4,1.5,51.0,4,12295
VW, T-Cross,Manual,Diesel,2019,4774.0,145.0,52.3,1.6,88.0,3,18990
Toyota, Yaris,Manual,Petrol,2017,14150.0,145.0,,1.5,94.0,0,11300
Ford, Fiesta,Manual,Petrol,2017,17042.0,0.0,65.7,1.0,54.0,2,9077
Hyundai, I30,Manual,Petrol,2018,8265.0,145.0,52.3,1.4,46.0,1,14000
VW, Polo,Semi-Auto,Petrol,2016,19000.0,,60.1,1.2,64.0,2,12500
Opel, Crossland X,Manual,Petrol,2018,24003.0,145.0,44.8,1.2,99.0,1,9990
Hyundai, Santa Fe,Automatic,Diesel,2016,10317.0,235.0,42.8,2.2,84.0,3,19495
Ford, Focus,Manual,Diesel,2015,31512.0,0.0,74.3,1.5,59.0,3,9198
Ford, Mustang,Automatic,Petrol,2017,24000.0,150.0,23.5,5.0,39.0,4,29980
BMW, 1 Series,Manual,Petrol,2019,8617.0,145.0,44.1,1.5,69.0,2,20980
Audi, Q2,Manual,Diesel,2018,7020.0,150.0,,1.6,74.0,3,17599
Ford, Focus,Manual,,2013,55173.0,30.0,56.5,1.0,57.0,2,5991
Ford, Fiesta,Manual,Petrol,2013,40820.0,30.0,54.3,1.2,79.0,2,6295
Mercedes, E Class,Automatic,Diesel,2013,31000.0,145.0,,2.2,76.0,1,13995
Audi, Q3,Semi-Auto,Petrol,2017,26494.0,145.0,47.9,1.4,71.0,0,20995
VW, Passat,Automatic,Diesel,2016,28520.0,,61.4,2.0,35.0,0,15300
VW, Sharan,Semi-Auto,Petrol,2020,746.0,145.0,32.5,1.4,84.0,0,28990
Mercedes, A Class,Manual,Diesel,2016,43132.0,20.0,68.9,1.5,75.0,4,14459
BMW, X2,Semi-Auto,Diesel,2019,2949.0,145.0,61.4,2.0,47.0,2,28490
VW, T-Cross,Manual,Diesel,2019,4509.0,145.0,52.3,1.6,63.0,4,20990
Ford, Fiesta,Manual,Petrol,2018,54400.0,145.0,64.2,1.1,69.0,4,7995
VW, Tiguan,Semi-Auto,Diesel,2013,51449.0,200.0,47.7,2.0,38.0,3,10000
VW, Caddy Maxi Life,Semi-Auto,Diesel,2019,13309.0,150.0,58.9,2.0,99.0,1,18990
Ford, Fiesta,Manual,Petrol,2017,15649.0,125.0,54.3,1.2,40.0,2,7295
Audi, A3,Semi-Auto,Petrol,2019,4694.0,,34.5,2.0,81.0,0,31990
Ford, Fiesta,Manual,Petrol,2018,10945.0,,64.2,1.1,63.0,0,9000
Mercedes, C Class,Automatic,Diesel,2017,42721.0,30.0,64.2,2.1,93.0,1,18975
Audi, Q5,Automatic,Diesel,2017,14475.0,145.0,40.4,2.0,86.0,0,27995
Ford, FOCUS,Manual,Petrol,2019,15608.0,145.0,60.1,1.0,84.0,4,16998
Mercedes, A Class,Automatic,Petrol,2016,21362.0,160.0,45.6,2.0,62.0,0,18899
Ford, Fiesta,Manual,Petrol,2018,5151.0,150.0,58.9,1.0,56.0,1,14000
Skoda, Citigo,Manual,Petrol,2017,44719.0,20.0,64.2,,97.0,2,5275
Mercedes, A Class,Semi-Auto,Diesel,2017,16005.0,20.0,68.9,2.1,91.0,3,17360
Audi, A1,Manual,Diesel,2013,76269.0,0.0,74.3,1.6,46.0,3,7000
BMW, X5,Automatic,Diesel,2017,47717.0,235.0,42.8,3.0,74.0,2,35470
BMW, 3 Series,Semi-Auto,Diesel,2019,2980.0,150.0,57.7,2.0,93.0,4,25990
Opel, Insignia,Manual,Diesel,2014,27659.0,30.0,62.8,2.0,51.0,1,8400
Opel, Mokka,Manual,Petrol,2014,50000.0,205.0,43.5,1.6,98.0,0,7500
BMW, X1,Automatic,Diesel,2017,60792.0,145.0,55.4,2.0,82.0,1,16514
, SLK,,Petrol,2008,65000.0,290.0,34.4,1.8,65.0,1,6775
Ford, Focus,Manual,Diesel,2017,24498.0,145.0,,2.0,34.0,0,16698
Skoda, fabia,Semi-Auto,Petrol,2017,18865.0,145.0,60.1,1.2,61.0,1,11990
Skoda, Octavia,Manual,Diesel,2019,14382.0,145.0,68.9,,41.0,1,13499
Mercedes, A Class,Semi-Auto,Petrol,2020,1000.0,145.0,,,34.0,,25879
Ford,,Manual,Diesel,2017,20937.0,150.0,60.1,2.0,51.0,3,14500
Skoda, Fabia,Manual,Petrol,2019,7927.0,145.0,50.4,1.0,81.0,4,8995
Ford, Fiesta,Manual,Petrol,2017,19684.0,20.0,62.8,1.0,64.0,1,10050
Toyota, Aygo,Manual,Petrol,2018,7995.0,145.0,68.9,1.0,41.0,3,7995
Toyota, Yaris,Manual,Petrol,2018,4050.0,145.0,47.1,1.5,33.0,3,11995
VW, Golf,Manual,Petrol,2015,46987.0,200.0,39.8,2.0,90.0,1,17442
Ford, Fiesta,Manual,Petrol,2017,19068.0,145.0,65.7,1.0,32.0,2,10191
Audi, A1,,Diesel,2016,14722.0,20.0,72.4,1.6,88.0,3,13180
Ford,,Manual,Diesel,2017,21738.0,30.0,64.2,1.5,61.0,2,10998
Ford, Focus,Automatic,Petrol,2020,7.0,,50.4,1.0,45.0,1,20999
Mercedes, CLA Class,Automatic,Diesel,2014,45000.0,30.0,62.8,2.1,73.0,4,15990
Audi, Q2,Manual,Petrol,2017,12343.0,145.0,50.4,,64.0,3,18860
Mercedes, C CLASS,Semi-Auto,Diesel,,33532.0,30.0,64.2,2.1,46.0,2,17841
Mercedes, SL CLASS,Semi-Auto,Diesel,2017,6271.0,145.0,70.6,2.1,84.0,0,20490
Toyota, Yaris,Manual,Petrol,2016,29395.0,30.0,55.0,1.3,47.0,2,8985
Skoda, Yeti,Semi-Auto,Petrol,2016,5002.0,125.0,51.4,1.2,42.0,1,12370
BMW, M4,Semi-Auto,Petrol,2019,1501.0,145.0,32.5,3.0,57.0,4,46000
Hyundai, Tucson,Manual,Petrol,2019,8.0,145.0,34.9,1.6,88.0,3,18495
Mercedes, A Class,Semi-Auto,Diesel,2017,43865.0,145.0,68.9,2.1,91.0,2,16250
BMW, X5,Semi-Auto,Diesel,2019,3252.0,145.0,37.7,3.0,57.0,0,49490
Audi, A3,Semi-Auto,Petrol,2017,25988.0,150.0,44.1,2.0,47.0,4,23890
Mercedes, SLK,,Petrol,2013,43150.0,200.0,43.5,1.8,68.0,4,12995
VW, Golf,Manual,Diesel,2017,36036.0,,61.4,1.6,74.0,2,12700
Mercedes, V Class,Automatic,Diesel,2019,500.0,145.0,38.2,2.1,35.0,,27000
Ford,Mondeo,Manual,Diesel,2018,25659.0,145.0,47.1,2.0,56.0,0,12999
Skoda, Rapid,Manual,Petrol,2017,80106.70856470738,,57.7,1.2,,2,8391
Opel, Adam,Manual,Petrol,2017,12198.0,145.0,53.3,1.2,68.0,4,7390
BMW, X1,,Diesel,2019,202.0,150.0,60.1,2.0,93.0,1,28995
Ford, B-MAX,Manual,Petrol,2013,,150.0,47.1,1.4,90.0,0,5495
VW, T-Roc,Manual,Diesel,2019,1689.0,145.0,50.4,1.6,57.0,2,19450
Audi, A4,Manual,Diesel,2017,32997.0,145.0,67.3,2.0,49.0,0,18998
BMW, 1 Series,Manual,Diesel,2016,10.0,20.0,72.4,1.5,88.0,2,19490
Mercedes, C Class,Semi-Auto,Diesel,2019,2200.0,145.0,57.7,2.0,87.0,1,33699
Toyota, Yaris,Manual,Petrol,2017,25582.0,145.0,,1.5,36.0,2,9250
Mercedes, CLS Class,Automatic,Diesel,2014,100552.0,200.0,46.3,3.0,48.0,3,11975
BMW, 3 Series,Automatic,Diesel,2019,11749.0,145.0,62.8,2.0,92.0,4,18999
Opel, Astra,Manual,Diesel,2015,55645.0,0.0,76.3,1.6,85.0,1,6131
Audi, A5,Automatic,Diesel,2019,,145.0,51.4,2.0,88.0,1,31990
Toyota, Aygo,Manual,Petrol,2018,11262.0,145.0,,1.0,84.0,0,8158
Mercedes,,Automatic,Diesel,2017,13398.0,,52.3,3.0,56.0,2,22270
Skoda, Superb,Manual,Diesel,2018,21322.0,145.0,64.2,2.0,78.0,3,15995
Opel, Astra,Manual,Petrol,2017,20322.0,160.0,46.3,1.6,88.0,2,12398
Mercedes, GLA Class,Semi-Auto,Diesel,2017,20969.0,145.0,56.5,2.1,79.0,0,19890
Ford, Fiesta,Manual,Petrol,2017,17953.0,145.0,,1.2,46.0,0,8995
Ford, MONDEO,Manual,Diesel,2015,30753.0,0.0,78.5,1.5,32.0,0,9995
VW, Caddy Maxi Life,Semi-Auto,Diesel,2020,1000.0,145.0,46.3,2.0,89.0,0,20990
Ford, Kuga,Semi-Auto,Diesel,,23523.0,150.0,54.3,2.0,35.0,2,17200
Ford, Kuga,Manual,Diesel,2017,32590.0,30.0,,1.5,30.0,3,12591
Hyundai, Tucson,Manual,Diesel,2019,18241.0,145.0,,1.6,33.0,3,17995
BMW, X,Automatic,Diesel,2011,72500.0,165.0,50.4,2.0,57.0,1,9999
Hyundai, Tucson,Semi-Auto,Petrol,2019,29986.0,150.0,35.8,1.6,66.0,4,20991
Skoda, Fabia,Manual,Petrol,2017,37469.0,20.0,60.1,1.0,96.0,3,5990
BMW, 1 Series,Manual,Diesel,2015,49096.0,20.0,68.9,2.0,99.0,2,9799
Mercedes, C Class,Semi-Auto,Petrol,2019,200.0,145.0,28.0,,60.0,0,88995
Opel, Astra,Manual,Petrol,2017,16326.0,125.0,51.4,1.4,45.0,4,10998
Audi, Q3,Semi-Auto,Diesel,2017,17787.0,150.0,53.3,2.0,53.0,2,20690
VW, Polo,Manual,Petrol,2016,43600.0,20.0,60.1,1.0,48.0,0,10000
Ford, Fiesta,Manual,Diesel,2009,100000.0,20.0,67.3,1.6,98.0,4,2250
Ford, fiesta,Semi-Auto,Petrol,2018,20735.0,145.0,54.3,1.0,99.0,3,12498
Opel, Adam,Manual,Petrol,2019,15.0,145.0,44.8,1.2,34.0,4,10995
BMW, 3 Series,Semi-Auto,Petrol,2019,3766.0,145.0,34.9,3.0,82.0,2,37980
Mercedes, E Class,Automatic,Diesel,2017,32080.0,145.0,54.3,3.0,89.0,1,21495
Skoda, Yeti,Semi-Auto,Petrol,2014,12773.0,165.0,44.8,1.2,72.0,0,10995
Ford, Fiesta,Manual,Petrol,2017,26000.0,150.0,65.7,1.0,51.0,4,9670
Audi, A1,Manual,Diesel,2013,75000.0,0.0,74.3,1.6,64.0,1,6575
Opel, Corsa,Manual,Petrol,2018,8591.0,145.0,54.3,1.4,53.0,4,8999
VW, Golf SV,Semi-Auto,Petrol,2020,3000.0,150.0,42.8,1.5,30.0,1,21500
Ford, Kuga,Manual,Diesel,2016,38206.0,145.0,,2.0,77.0,2,14998
Ford, Fiesta,Manual,Petrol,2018,29163.0,145.0,65.7,1.0,37.0,2,9650
Skoda, Superb,Automatic,Diesel,2019,2022.0,145.0,47.1,2.0,,3,28490
BMW, 1 SERIES,Automatic,Diesel,2019,5444.0,145.0,51.4,2.0,32.0,4,26989
VW, Sharan,Semi-Auto,Diesel,2019,21.0,150.0,41.5,2.0,37.0,4,24990
Mercedes, cl class,Automatic,Petrol,2019,1476.0,145.0,38.2,2.0,48.0,4,26299
Hyundai, Tucson,Manual,Hybrid,2019,,145.0,51.4,1.6,45.0,4,21498
Opel,GTC,Manual,Diesel,2017,18927.0,30.0,64.2,1.6,98.0,3,10830
Hyundai, Kona,,Petrol,2018,,145.0,44.1,1.0,45.0,2,13498
VW, Passat,Automatic,Diesel,2019,13000.0,145.0,49.6,2.0,31.0,4,24990
Hyundai, Kona,Manual,Petrol,2019,14098.0,145.0,44.1,1.0,82.0,2,14750
Mercedes, C Class,Semi-Auto,Petrol,2019,12437.0,145.0,46.3,1.5,78.0,,24899
BMW, 3 Series,Semi-Auto,Diesel,2019,5600.0,145.0,52.3,2.0,33.0,4,27990
Mercedes, E Class,Semi-Auto,Diesel,2015,59101.0,160.0,51.4,2.1,60.0,0,14980
Opel, Astra,Manual,Petrol,2019,17359.0,145.0,52.3,1.4,94.0,3,10995
Opel, Mokka X,Manual,Petrol,2017,17006.0,145.0,47.1,1.4,58.0,3,10830
Audi, A8,Automatic,Diesel,2019,5000.0,145.0,40.4,3.0,,3,47990
Audi, A5,Semi-Auto,Diesel,2020,1959.0,145.0,51.4,2.0,58.0,4,30299
Ford, Fiesta,Manual,Petrol,,10307.0,0.0,65.7,1.0,77.0,2,11211
Audi, A6,Automatic,Diesel,2019,1200.0,145.0,50.4,2.0,34.0,1,29990
Ford, Fiesta,Manual,Diesel,2012,64068.0,125.0,51.4,1.4,35.0,1,5500
Mercedes, S Class,Semi-Auto,Petrol,2019,119.0,326.028233171514,40.9,3.0,40.0,3,64999
Opel, Astra,Manual,Petrol,2019,15645.0,150.0,48.7,1.0,76.0,1,11991
VW, Golf,Manual,Petrol,2018,10050.0,145.0,45.6,1.5,53.0,3,17896
Opel, Mokka X,,Petrol,2018,16398.0,145.0,47.1,1.4,51.0,2,12298
BMW, 1 Series,Manual,Diesel,2016,37025.0,0.0,83.1,,33.0,2,10799
VW, Polo,,Petrol,2013,42378.0,125.0,53.3,1.2,37.0,0,8500
BMW, 3 Series,Semi-Auto,Diesel,2017,40841.0,150.0,64.2,2.0,80.0,2,18698
VW, Polo,Semi-Auto,Petrol,2016,13588.0,20.0,60.1,1.2,67.0,1,11900
BMW, X5,Automatic,Diesel,2019,10.0,145.0,37.7,3.0,45.0,1,52990
Audi, A3,Manual,Diesel,2015,39362.0,20.0,68.9,2.0,94.0,3,12391
Toyota, Aygo,,Petrol,2012,38000.0,0.0,,1.0,44.0,2,4395
VW, Up,Manual,Petrol,2018,10000.0,150.0,54.3,1.0,87.0,3,8495
Opel, Corsa,Manual,,2019,7736.0,145.0,43.5,1.4,60.0,0,9471
Audi, A3,Automatic,Petrol,2018,27928.0,145.0,56.5,1.5,65.0,4,21490
Toyota, C-HR,Automatic,Hybrid,2018,13741.0,,74.3,1.8,71.0,2,20795
Mercedes, C Class,Semi-Auto,Diesel,2016,36688.0,30.0,64.2,1.6,41.0,1,18490
VW, Tiguan,Manual,Petrol,2018,22000.0,150.0,46.3,1.4,92.0,4,18490
Mercedes, C Class,Automatic,Petrol,2019,7546.0,145.0,44.1,2.0,65.0,1,31650
Audi, A6,Automatic,Diesel,2018,15441.0,150.0,50.4,2.0,49.0,3,28000
VW, Polo,Manual,,2017,34000.0,145.0,60.1,1.0,59.0,4,9999
BMW, 1 Series,Automatic,Petrol,2019,7381.0,145.0,34.5,2.0,35.0,3,30700
Audi, Q3,Automatic,Petrol,,5342.0,,32.1,2.0,94.0,2,37400
VW, Amarok,Automatic,Diesel,2019,7504.0,260.0,28.3,3.0,89.0,0,35000
BMW, X1,Semi-Auto,Petrol,2020,9.0,150.0,47.9,2.0,37.0,2,29000
Ford, Fiesta,Manual,Petrol,2018,11981.0,,65.7,1.0,87.0,4,11995
Toyota, Yaris,Manual,Petrol,2019,5153.0,145.0,,1.5,69.0,0,13400
Audi, A1,Manual,Petrol,2017,7620.0,150.0,56.5,1.4,34.0,1,14440
Hyundai, I10,Manual,Petrol,2017,14258.0,150.0,60.1,1.0,99.0,3,6995
VW, Passat,Manual,Diesel,2015,59591.0,20.0,,2.0,35.0,0,8070
VW, Golf,Semi-Auto,Petrol,2020,10.0,150.0,32.8,2.0,77.0,2,31498
BMW, 6 Series,Automatic,Diesel,2013,62068.0,160.0,49.6,3.0,59.0,0,16199
Skoda, Fabi,Manual,Petrol,2016,32051.0,20.0,60.1,1.2,88.0,0,7288
VW, Touran,Manual,,2019,11145.0,145.0,51.4,1.6,52.0,3,20155
Ford, Focus,Manual,Petrol,2018,18954.0,145.0,,1.0,82.0,2,10750
Audi, A5,,Petrol,2019,1000.0,145.0,,2.0,55.0,4,29500
Toyota, Aygo,Manual,Petrol,2017,26779.0,145.0,68.9,1.0,48.0,0,7750
Ford, Fiesta,Manual,Petrol,2019,5166.0,145.0,58.9,1.0,49.0,0,13120
VW, Golf,Manual,Diesel,2018,19785.0,145.0,60.1,2.0,92.0,4,19500
Mercedes, E Class,Semi-Auto,Diesel,2020,1499.0,145.0,70.6,2.0,96.0,1,35990
VW, polo,Manual,Petrol,2015,28552.0,20.0,60.1,1.2,56.0,3,8699
Ford, Fiesta,Manual,Petrol,2015,30125.0,0.0,65.7,1.0,88.0,1,7899
Opel, Corsa,Manual,,2017,25056.0,30.0,55.4,1.4,70.0,0,6991
VW,Passat,Manual,Diesel,2016,47839.0,20.0,68.9,2.0,1.7694736373257314,0,11300
Toyota, Aygo,Manual,Petrol,2016,18376.0,0.0,69.0,1.0,44.0,0,6950
Mercedes,A Class,Semi-Auto,Petrol,2019,7800.0,145.0,53.3,1.3,73.0,4,25000
Ford, Fiesta,Manual,Petrol,2018,38151.0,145.0,65.7,1.0,49.0,0,8930
Opel, Astra,Manual,,2018,12800.0,145.0,83.1,1.6,84.0,0,12495
VW, Touareg,Semi-Auto,Diesel,2019,10.0,145.0,,3.0,36.0,,41998
Ford, Galaxy,Manual,Diesel,2010,113000.0,200.0,49.6,2.0,62.0,4,5995
Ford, Fiesta,Manual,,2017,26262.0,0.0,65.7,1.0,82.0,2,8990
Hyundai, I10,Manual,Petrol,2018,8239.0,,,1.0,81.0,2,7990
Audi, A3,Semi-Auto,Petrol,2017,13755.0,145.0,57.6,1.4,58.0,1,16490
Mercedes, GLC Class,Automatic,Diesel,2016,27000.0,125.0,56.5,2.1,87.0,2,20950
Audi, Q2,Manual,Petrol,2019,6000.0,145.0,43.5,3.7392354812099646,80.0,1,27120
BMW, 3 Series,Automatic,Hybrid,2016,25431.0,0.0,134.5,2.0,52.0,3,18299
Opel, Insignia,Manual,Diesel,2015,102000.0,0.0,74.3,1.6,94.0,4,5792
Toyota, RAV4,Automatic,Hybrid,2019,9000.0,140.0,49.6,2.5,88.0,4,32995
VW, T-Cross,Automatic,Diesel,2019,3800.0,145.0,51.4,1.6,86.0,4,17997
Mercedes, C Class,Semi-Auto,Diesel,2014,35700.0,30.0,64.2,2.1,92.0,3,16499
Ford, Fiesta,Manual,Petrol,2018,7452.0,145.0,65.7,1.0,49.0,4,11000
Opel, Insignia,Automatic,Diesel,2018,41766.0,145.0,49.6,2.0,87.0,1,14499
Mercedes, A Class,Semi-Auto,Diesel,2019,13476.0,145.0,65.7,1.5,65.0,1,18999
Ford, Focus,Manual,Petrol,2015,38722.0,20.0,61.4,1.0,67.0,2,8629
Mercedes, GLA Class,Semi-Auto,Diesel,2019,14342.0,145.0,67.3,2.1,84.0,1,22699
Audi, Q3,Manual,Diesel,2020,1501.0,145.0,42.8,2.0,90.0,4,29750
Ford, Focus,Manual,Diesel,2016,35286.0,0.0,74.3,1.5,39.0,1,9995
VW, Polo,Manual,Petrol,2017,36647.0,145.0,60.1,1.2,98.0,1,9495
Toyota, Avensis,Manual,Petrol,2017,11855.0,145.0,47.1,1.8,37.0,1,13998
Ford, Edge,Manual,Diesel,2017,19027.0,145.0,48.7,2.0,79.0,1,19600
Toyota, RAV,Manual,Diesel,2017,20125.0,125.0,60.1,2.0,70.0,1,14995
BMW, 1 Series,Manual,Petrol,2019,100.0,145.0,44.1,1.5,63.0,2,22480
Toyota, Auris,Automatic,Hybrid,2015,47988.0,0.0,72.4,1.8,72.0,2,12000
Toyota, Aygo,Manual,Petrol,2018,28809.0,150.0,69.0,1.0,73.0,4,6798
BMW, 4 series,Manual,Diesel,2014,81978.0,125.0,60.1,2.0,80.0,1,10991
VW, Golf,Manual,Diesel,2016,39039.0,,67.3,2.0,,0,15990
Opel, Corsa,Manual,Petrol,2019,3565.0,145.0,43.5,1.4,87.0,2,11495
Audi, Q5,Automatic,Diesel,2019,1547.0,145.0,,2.0,86.0,4,32500
Skoda, Roomster,Automatic,Petrol,2007,99700.0,,,1.6,73.0,2,2995
Hyundai, I40,Manual,Diesel,2017,17393.0,145.0,65.7,1.7,73.0,3,11485
BMW, 2 Series,Semi-Auto,Diesel,2017,19760.0,150.0,68.9,2.0,30.0,2,14999
VW, Tiguan,Manual,Diesel,2019,11112.0,145.0,47.9,2.0,78.0,1,23995
Toyota, RAV4,Automatic,Hybrid,2017,44687.0,140.0,57.6,2.5,56.0,1,17900
BMW, 5 Series,Semi-Auto,Petrol,2019,9630.0,145.0,,2.0,46.0,2,25980
Audi, A5,Semi-Auto,Diesel,2016,53893.0,160.0,50.4,2.0,74.0,4,18575
Mercedes, C Class,Automatic,Diesel,2017,37000.0,30.0,64.2,,82.0,4,17990
Mercedes, E Class,Automatic,Diesel,2017,18902.0,145.0,65.7,2.0,98.0,4,22482
